data_owner_slug,data_owner_agency,data_owner_city,data_owner_state,agency_with_access_slug,agency_with_access,agency_with_access_city,agency_with_access_state,relationship,owner_portal_url,source,source_generated_at
geneseo-il-pd,geneseo-il-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-blanc-mi-pd,grand-blanc-mi-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-blanc-mi-pd,grand-blanc-mi-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grand-blanc-mi-pd,grand-blanc-mi-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grandville-mi-pd,grandville-mi-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grandville-mi-pd,grandville-mi-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
grandville-mi-pd,grandville-mi-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hamburg-ny-pd,hamburg-ny-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hamburg-ny-pd,hamburg-ny-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hamburg-ny-pd,hamburg-ny-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
hamburg-ny-pd,hamburg-ny-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lafayette-in-pd,lafayette-in-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lafayette-in-pd,lafayette-in-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lafayette-in-pd,lafayette-in-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lafayette-in-pd,lafayette-in-pd,,,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lafayette-in-pd,lafayette-in-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lafayette-in-pd,lafayette-in-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
lake-bluff-il-pd,lake-bluff-il-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
milford-oh-pd,milford-oh-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
milford-oh-pd,milford-oh-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
paxton-il-pd,paxton-il-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
paxton-il-pd,paxton-il-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
paxton-il-pd,paxton-il-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
paxton-il-pd,paxton-il-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
paxton-il-pd,paxton-il-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pingree-grove-il-pd,pingree-grove-il-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pingree-grove-il-pd,pingree-grove-il-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pingree-grove-il-pd,pingree-grove-il-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
pingree-grove-il-pd,pingree-grove-il-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
river-grove-il-pd,river-grove-il-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
river-grove-il-pd,river-grove-il-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
river-grove-il-pd,river-grove-il-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
river-grove-il-pd,river-grove-il-pd,,,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
river-grove-il-pd,river-grove-il-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
river-grove-il-pd,river-grove-il-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
roselle-il-pd,roselle-il-pd,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
roselle-il-pd,roselle-il-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
roselle-il-pd,roselle-il-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
roselle-il-pd,roselle-il-pd,,,south-chicago-heights-il-pd,South Chicago Heights IL PD,South Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
roselle-il-pd,roselle-il-pd,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
roselle-il-pd,roselle-il-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
vanderburgh-county-in-so,vanderburgh-county-in-so,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
vanderburgh-county-in-so,vanderburgh-county-in-so,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
vanderburgh-county-in-so,vanderburgh-county-in-so,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
vanderburgh-county-in-so,vanderburgh-county-in-so,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
vanderburgh-county-in-so,vanderburgh-county-in-so,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrick-county-in-so,warrick-county-in-so,,,chicago-heights-il-pd,Chicago Heights IL PD,Chicago Heights,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrick-county-in-so,warrick-county-in-so,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrick-county-in-so,warrick-county-in-so,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrick-county-in-so,warrick-county-in-so,,,university-of-illinois-chicago-il-pd,University of Illinois - Chicago IL PD,,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
warrick-county-in-so,warrick-county-in-so,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willard-oh-pd,willard-oh-pd,,,chicago-il-pd,Chicago IL PD,Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willard-oh-pd,willard-oh-pd,,,north-chicago-il-pd,North Chicago IL PD,North Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
willard-oh-pd,willard-oh-pd,,,west-chicago-il-pd,West Chicago IL PD,West Chicago,IL,owner_grants_access_to_agency,,EyesOnFlock transparency-portal snapshot,2026-09-21T12:12:02Z
